age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
5-7,Mathematics,Number recognition and counting,hard,numerical,Write numbers backward from 30 to 21.,"30, 29, 28, 27, 26, 25, 24, 23, 22, 21",['Start from 30 and subtract 1 each time until 21.']
5-7,Mathematics,Number recognition and counting,hard,numerical,Count the cupcakes: 🧁🧁🧁🧁🧁🧁🧁🧁🧁🧁🧁🧁🧁🧁,14,"['Count each cupcake carefully.', 'There are 14 cupcakes.']"
5-7,Mathematics,Number recognition and counting,easy,numerical,Which number comes after 2?,3,"['Start counting from 2.', 'The number that comes after 2 is 3.']"
5-7,Mathematics,Number recognition and counting,easy,numerical,Count the cupcakes: 🧁🧁🧁,3,"['Count each cupcake: 1, 2, 3.', 'Total cupcakes = 3.']"
5-7,Mathematics,Number recognition and counting,easy,numerical,Write numbers from 5 to 9 in order.,"5, 6, 7, 8, 9",['Start at 5 and add 1 each time until you reach 9.']
5-7,Mathematics,Number recognition and counting,medium,numerical,"Fill in the missing numbers: 22, __, 24, __, 26","23, 25","['The sequence increases by 1 each time.', 'Missing numbers are 23 and 25.']"
5-7,Mathematics,Number recognition and counting,medium,numerical,What comes before 28?,27,"['Count backward from 28.', 'The number before 28 is 27.']"
5-7,Mathematics,Number recognition and counting,medium,numerical,Write the numbers from 66 to 70.,"66, 67, 68, 69, 70",['Start at 66 and count forward to 70.']
5-7,Mathematics,Number recognition and counting,hard,numerical,Write numbers backward from 50 to 41.,"50, 49, 48, 47, 46, 45, 44, 43, 42, 41","['Start from 50.', 'Subtract 1 each time until you reach 41.']"
5-7,Mathematics,Number recognition and counting,hard,numerical,Count the bees: 🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝,11,"['Count each bee carefully.', 'There are 11 bees in total.']"
5-7,Mathematics,Number recognition and counting,easy,numerical,Count the frogs: 🐸🐸🐸🐸,4,"['Count each frog one by one.', 'There are 4 frogs.']"
5-7,Mathematics,Number recognition and counting,easy,numerical,What number comes after 6?,7,"['Start counting from 6.', 'The next number is 7.']"
5-7,Mathematics,Number recognition and counting,medium,numerical,"Fill the missing numbers: 44, __, 46, __, 48","45, 47","['The sequence goes up by 1.', 'Missing numbers are 45 and 47.']"
5-7,Mathematics,Number recognition and counting,medium,numerical,Write numbers from 81 to 85 in order.,"81, 82, 83, 84, 85",['Start at 81 and count forward until 85.']
5-7,Mathematics,Number recognition and counting,medium,numerical,What comes before 53?,52,"['Count backward from 53.', 'The number before 53 is 52.']"
5-7,Mathematics,Number recognition and counting,hard,numerical,Write numbers from 101 to 110 in order.,"101, 102, 103, 104, 105, 106, 107, 108, 109, 110","['Start at 101.', 'Add 1 repeatedly until 110.']"
5-7,Mathematics,Number recognition and counting,hard,numerical,Count the stars: ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,12,"['Count the stars carefully one by one.', 'There are 12 stars.']"
5-7,Mathematics,Number recognition and counting,medium,numerical,"Fill the missing numbers: 91, __, 93, __, 95","92, 94","['Numbers increase by 1 each time.', 'Missing numbers are 92 and 94.']"
5-7,Mathematics,Number recognition and counting,hard,numerical,Write numbers backward from 25 to 16.,"25, 24, 23, 22, 21, 20, 19, 18, 17, 16",['Start from 25 and subtract 1 each time until 16.']
5-7,Mathematics,Number recognition and counting,hard,numerical,Count the fish: 🐠🐠🐠🐠🐠🐠🐠🐠🐠🐠🐠🐠🐠🐠🐠,15,"['Count each fish carefully.', 'There are 15 fish in total.']"
5-7,Mathematics,Number recognition and counting,easy,numerical,Which number comes before 4?,3,"['Count backward from 4.', 'The number before 4 is 3.']"
5-7,Mathematics,Number recognition and counting,easy,numerical,Write numbers from 1 to 5.,"1, 2, 3, 4, 5",['Start from 1 and keep adding 1 until you reach 5.']
5-7,Mathematics,Number recognition and counting,easy,numerical,Count the suns: ☀️☀️☀️☀️☀️☀️☀️,7,"['Count each sun carefully.', 'There are 7 suns.']"
5-7,Mathematics,Number recognition and counting,medium,numerical,"Fill in the missing numbers: 36, __, 38, __, 40","37, 39","['The pattern increases by 1 each time.', 'The missing numbers are 37 and 39.']"
5-7,Mathematics,Number recognition and counting,medium,numerical,What number comes after 74?,75,"['Count forward from 74.', 'The number after 74 is 75.']"
5-7,Mathematics,Number recognition and counting,medium,numerical,Write numbers from 51 to 55.,"51, 52, 53, 54, 55",['Start at 51 and add 1 each time until 55.']
5-7,Mathematics,Number recognition and counting,medium,numerical,"Fill in the blanks: 11, 12, __, 14, __","13, 15","['Numbers go up by 1 each time.', 'The missing numbers are 13 and 15.']"
5-7,Mathematics,Number recognition and counting,hard,numerical,Count the hearts: ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,13,"['Count each heart one by one.', 'There are 13 hearts.']"
5-7,Mathematics,Number recognition and counting,medium,numerical,Write numbers from 72 to 76.,"72, 73, 74, 75, 76",['Start from 72 and count forward to 76.']
5-7,Mathematics,Number recognition and counting,medium,numerical,"Fill in the missing numbers: 18, __, 20, __, 22","19, 21","['Each number increases by 1.', 'Missing numbers are 19 and 21.']"
5-7,Mathematics,Number recognition and counting,medium,numerical,What number comes before 65?,64,"['Count backward from 65.', 'The number before 65 is 64.']"
5-7,Mathematics,Number recognition and counting,hard,numerical,Write numbers from 111 to 120.,"111, 112, 113, 114, 115, 116, 117, 118, 119, 120",['Start from 111 and add 1 each time until 120.']
5-7,Mathematics,Number recognition and counting,hard,numerical,Count the stars: ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,14,"['Count each star carefully.', 'There are 14 stars in total.']"
5-7,Mathematics,Number recognition and counting,medium,numerical,"Fill the missing numbers: 41, __, 43, __, 45","42, 44","['The pattern goes up by 1.', 'Missing numbers are 42 and 44.']"
5-7,Mathematics,Number recognition and counting,hard,numerical,Write numbers backward from 45 to 36.,"45, 44, 43, 42, 41, 40, 39, 38, 37, 36",['Start from 45 and subtract 1 each time until 36.']
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,Which is greater: 3 or 5?,5 is greater than 3,"['Count from 1 to 5.', '3 comes before 5, so 5 is greater than 3.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,"Compare 2 and 4 using <, >, or =",2 < 4,"['2 is smaller than 4.', 'So, 2 < 4.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,Which is smaller: 6 or 9?,6 is smaller than 9,"['Count from 1 to 9.', '6 comes before 9, so 6 is smaller.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,"Compare 7 and 7 using <, >, or =",7 = 7,"['Both numbers are the same.', 'So, 7 = 7.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,Which number is greater: 1 or 0?,1 is greater than 0,"['0 means nothing.', '1 is one more than 0, so 1 is greater.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,"Compare 12 and 8 using <, >, or =",12 > 8,"['When counting, 8 comes before 12.', 'So, 12 is greater than 8.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,Which number is smaller: 15 or 10?,10 is smaller than 15,"['Count from 1 to 15.', '10 comes before 15, so 10 is smaller.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,"Compare 20 and 25 using <, >, or =",20 < 25,"['20 comes before 25 on the number line.', 'So, 20 is less than 25.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,Which is greater: 19 or 13?,19 is greater than 13,"['Count up to 19.', '13 comes before 19, so 19 is greater.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,"Compare 30 and 30 using <, >, or =",30 = 30,"['Both numbers are the same.', 'So, 30 equals 30.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,Which is smaller: 42 or 39?,39 is smaller than 42,"['On the number line, 39 comes before 42.', 'So, 39 is smaller than 42.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,"Compare 56 and 61 using <, >, or =",56 < 61,"['When counting, 56 comes before 61.', 'So, 56 is less than 61.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,Which number is greater: 73 or 68?,73 is greater than 68,"['Compare the tens: both have 6 and 7.', 'Since 7 is greater than 6, 73 > 68.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,"Compare 95 and 90 using <, >, or =",95 > 90,"['Both have 9 tens.', 'Compare ones: 5 > 0, so 95 > 90.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,Which number is smaller: 22 or 29?,22 is smaller than 29,"['Compare tens (2 each).', 'Compare ones: 2 < 9, so 22 < 29.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,"Compare 9 and 5 using <, >, or =",9 > 5,"['9 comes after 5 when counting.', 'So, 9 is greater than 5.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,"Compare 14 and 18 using <, >, or =",14 < 18,"['Both have 1 ten.', 'Compare ones: 4 < 8, so 14 < 18.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,Which number is greater: 67 or 76?,76 is greater than 67,"['Compare tens: 6 < 7.', 'So, 76 > 67.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,"Compare 99 and 100 using <, >, or =",99 < 100,"['After 99 comes 100.', 'So, 99 is less than 100.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,Which number is smaller: 81 or 89?,81 is smaller than 89,"['Both have 8 tens.', 'Compare ones: 1 < 9, so 81 < 89.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,"Compare 4 and 6 using <, >, or =",4 < 6,"['Count from 1 to 6.', '4 comes before 6, so 4 is less than 6.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,Which is greater: 7 or 2?,7 is greater than 2,"['When counting, 2 comes before 7.', 'So, 7 is greater than 2.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,"Compare 8 and 3 using <, >, or =",8 > 3,"['8 comes after 3 when counting.', 'So, 8 is greater than 3.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,Which number is smaller: 9 or 6?,6 is smaller than 9,"['6 comes before 9 in the number order.', 'So, 6 is smaller than 9.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,"Compare 10 and 10 using <, >, or =",10 = 10,"['Both numbers are the same.', 'So, 10 equals 10.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,"Compare 17 and 11 using <, >, or =",17 > 11,"['When counting, 11 comes before 17.', 'So, 17 is greater than 11.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,Which is smaller: 28 or 34?,28 is smaller than 34,"['Compare tens: 2 < 3.', 'So, 28 < 34.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,"Compare 40 and 35 using <, >, or =",40 > 35,"['Compare tens: 4 > 3.', 'So, 40 is greater than 35.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,Which number is greater: 26 or 26?,26 = 26,"['Both numbers are the same.', 'So, 26 equals 26.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,"Compare 50 and 49 using <, >, or =",50 > 49,"['49 comes before 50 on the number line.', 'So, 50 is greater than 49.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,Which is smaller: 64 or 70?,64 is smaller than 70,"['Compare tens: 6 < 7.', 'So, 64 < 70.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,"Compare 77 and 79 using <, >, or =",77 < 79,"['Compare tens: both have 7.', 'Compare ones: 7 < 9, so 77 < 79.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,Which number is greater: 82 or 80?,82 is greater than 80,"['Compare tens: both have 8.', 'Compare ones: 2 > 0, so 82 > 80.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,"Compare 91 and 89 using <, >, or =",91 > 89,"['Both have 8 tens.', 'Compare ones: 1 > 9? No, check again — tens are 9 and 8.', 'So, 91 > 89.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,Which is smaller: 100 or 99?,99 is smaller than 100,"['After 99 comes 100.', 'So, 99 is smaller.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,"Compare 31 and 13 using <, >, or =",31 > 13,"['Compare tens: 3 > 1.', 'So, 31 is greater than 13.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,Which number is greater: 5 or 5?,5 = 5,"['Both numbers are equal.', 'So, 5 equals 5.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,"Compare 24 and 42 using <, >, or =",24 < 42,"['Compare tens: 2 < 4.', 'So, 24 is less than 42.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,Which is greater: 75 or 57?,75 is greater than 57,"['Compare tens: 7 > 5.', 'So, 75 is greater than 57.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,"Compare 68 and 86 using <, >, or =",68 < 86,"['Compare tens: 6 < 8.', 'So, 68 is less than 86.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,"Compare 2 and 9 using <, >, or =",2 < 9,"['Count from 1 to 9.', '2 comes before 9, so 2 is less than 9.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,Which is smaller: 8 or 3?,3 is smaller than 8,"['3 comes before 8 when counting.', 'So, 3 is smaller than 8.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,"Compare 5 and 5 using <, >, or =",5 = 5,"['Both numbers are the same.', 'So, they are equal.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,Which number is greater: 1 or 9?,9 is greater than 1,"['When counting, 1 comes first.', 'So, 9 is greater than 1.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",easy,numerical,"Compare 7 and 10 using <, >, or =",7 < 10,"['10 is after 7 in the number order.', 'So, 7 is less than 10.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,"Compare 13 and 19 using <, >, or =",13 < 19,"['Compare tens: 1 = 1.', 'Compare ones: 3 < 9, so 13 < 19.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,Which number is greater: 22 or 27?,27 is greater than 22,"['Compare tens: both are 2.', 'Compare ones: 7 > 2, so 27 > 22.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,"Compare 35 and 30 using <, >, or =",35 > 30,"['Compare tens: both are 3.', 'Compare ones: 5 > 0, so 35 > 30.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,Which is smaller: 42 or 45?,42 is smaller than 45,"['Compare tens: both are 4.', 'Compare ones: 2 < 5, so 42 < 45.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",medium,numerical,"Compare 50 and 50 using <, >, or =",50 = 50,"['Both numbers are the same.', 'So, 50 equals 50.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,"Compare 61 and 70 using <, >, or =",61 < 70,"['Compare tens: 6 < 7.', 'So, 61 is less than 70.']"
5-7,Mathematics,"Comparing numbers (greater than, less than, equal to)",hard,numerical,Which is greater: 84 or 83?,84 is greater than 83,"['Compare tens: both are 8.', 'Compare ones: 4 > 3, so 84 > 83.']"
